,Date,Dividends
0,2010-03-10,0.3
1,2010-06-09,0.3
2,2010-09-08,0.3
3,2010-12-08,0.3
4,2011-03-09,0.3
5,2011-06-08,0.3
6,2011-09-07,0.3
7,2011-12-07,0.31
8,2012-03-07,0.31
9,2012-06-06,0.31
10,2012-09-12,0.31
11,2012-12-12,0.31
12,2013-03-06,0.31
13,2013-06-12,0.31
14,2013-09-11,0.31
15,2013-12-11,0.32
16,2014-03-12,0.32
17,2014-06-11,0.32
18,2014-09-10,0.32
19,2014-12-10,0.32
20,2015-03-11,0.32
21,2015-06-10,0.32
22,2015-09-09,0.32
23,2015-12-09,0.33
24,2016-03-09,0.33
25,2016-06-08,0.33
26,2016-09-07,0.33
27,2016-12-07,0.33
28,2017-03-08,0.33
29,2017-06-07,0.33
30,2017-09-07,0.33
31,2017-12-07,0.34
32,2018-03-08,0.34
33,2018-06-07,0.34
34,2018-09-13,0.34
35,2018-12-13,0.34
36,2019-03-07,0.34
37,2019-06-13,0.34
38,2019-09-12,0.34
39,2019-12-12,0.35
40,2020-03-12,0.35
41,2020-03-13,0.35
42,2020-06-11,0.35
43,2020-09-10,0.35
44,2020-12-10,0.35
